Series Name,Series Code,Country Name,Country Code,1990 [YR1990],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Proportion of population pushed or further pushed below the 60% median consumption poverty line by out-of-pocket health expenditure (%),SH.UHC.TOTR.ZS,Colombia,COL,..,..,..,..,..,..,..,..,..,..,..,..,13.45,..,..,..,..,..
Proportion of population pushed or further pushed below the 60% median consumption poverty line by out-of-pocket health expenditure (%),SH.UHC.TOTR.ZS,Costa Rica,CRI,..,..,..,..,..,..,..,12.79,..,..,..,..,..,..,12.44,..,..,..
Proportion of population pushed or further pushed below the 60% median consumption poverty line by out-of-pocket health expenditure (%),SH.UHC.TOTR.ZS,Bolivia,BOL,..,..,12.78,12.54,10.56,10.56,..,..,..,..,17.85,14.04,..,..,15.72,13.47,..,11.36
Proportion of population spending more than 10% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.10.ZS,Argentina,ARG,..,..,..,..,..,..,..,16.9,..,..,..,..,..,9.57,..,..,..,..
Proportion of population spending more than 10% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.10.ZS,Colombia,COL,..,..,..,..,..,..,..,..,..,..,..,..,8.19,..,..,..,..,..
Proportion of population spending more than 10% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.10.ZS,Costa Rica,CRI,..,..,..,..,..,..,..,4.36,..,..,..,..,..,..,7.41,..,..,..
Proportion of population spending more than 10% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.10.ZS,Bolivia,BOL,..,..,11.83,11.06,7.9,8.23,..,..,..,..,6.25,6.02,..,..,4.26,4.55,..,5.69
Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.25.ZS,Argentina,ARG,..,..,..,..,..,..,..,4.7,..,..,..,..,..,2.54,..,..,..,..
Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.25.ZS,Colombia,COL,..,..,..,..,..,..,..,..,..,..,..,..,2.23,..,..,..,..,..
Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.25.ZS,Costa Rica,CRI,..,..,..,..,..,..,..,0.47,..,..,..,..,..,..,1.13,..,..,..
Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.25.ZS,Bolivia,BOL,..,..,3.66,3.84,2.48,3.2,..,..,..,..,1.15,1.09,..,..,1.07,0.8,..,1.19
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Argentina,ARG,1.06737995147705,4.03986978530884,4.52167987823486,4.58030986785889,4.833740234375,4.01734018325806,3.53504991531372,3.48652005195618,3.86000990867615,4.12821006774902,5.36144018173218,5.77611017227173,5.54548978805542,5.45431995391846,4.87773990631104,4.72417020797729,5.01604986190796,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Colombia,COL,..,3.92644000053406,4.44080018997192,3.5112099647522,3.70867991447449,4.26812982559204,4.32513999938965,4.07934999465942,4.02098989486694,3.91671991348267,4.62945985794067,4.47038984298706,4.47721004486084,4.53551006317139,4.44910001754761,4.5062198638916,4.93310022354126,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Costa Rica,CRI,..,..,5.39436006546021,4.66695022583008,4.83202981948853,5.15044021606445,5.13373994827271,4.89062976837158,..,4.61613988876343,6.67952013015747,6.87349987030029,6.89395999908447,7.06980991363525,6.76991987228394,6.79584980010986,6.71066999435425,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Bolivia,BOL,..,..,..,..,..,..,..,..,..,..,8.26000022888184,8.9399995803833,8.85000038146973,8.65999984741211,8.89999961853027,7.67268991470337,9.8374547958374,..
Ratio of school attendance of orphans to school attendance of non-orphans ages 10-14,SE.ENR.ORPH,Argentina,ARG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ratio of school attendance of orphans to school attendance of non-orphans ages 10-14,SE.ENR.ORPH,Colombia,COL,..,..,..,..,..,..,..,..,0.85,..,..,..,..,..,..,..,..,..
Ratio of school attendance of orphans to school attendance of non-orphans ages 10-14,SE.ENR.ORPH,Costa Rica,CRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ratio of school attendance of orphans to school attendance of non-orphans ages 10-14,SE.ENR.ORPH,Bolivia,BOL,..,0.82,..,..,..,..,0.74,..,..,..,..,..,..,..,..,..,..,..
Ratio of young literate females to males (% ages 15-24),SE.ADT.1524.LT.FM.ZS,Argentina,ARG,..,..,..,..,1.00423002243042,..,..,..,..,1.00118005275726,1.00207996368408,1.00161004066467,1.00244998931885,..,1.00516998767853,..,..,..
Ratio of young literate females to males (% ages 15-24),SE.ADT.1524.LT.FM.ZS,Colombia,COL,..,..,..,..,..,..,..,1.00872004032135,1.00872004032135,1.00672996044159,1.00874996185303,1.00768005847931,1.00720000267029,..,1.00440001487732,1.00662994384766,1.00569999217987,..
Ratio of young literate females to males (% ages 15-24),SE.ADT.1524.LT.FM.ZS,Costa Rica,CRI,..,..,..,1.00857996940613,..,..,..,..,..,..,..,..,..,..,1.00190997123718,..,..,1.00151002407074
Ratio of young literate females to males (% ages 15-24),SE.ADT.1524.LT.FM.ZS,Bolivia,BOL,..,..,..,..,0.97529000043869,..,0.97185081243515,..,..,..,..,1.00010001659393,..,..,..,..,0.999440014362335,..
Risk of catastrophic expenditure for surgical care (% of people at risk),SH.SGR.CRSK.ZS,Argentina,ARG,..,..,..,..,..,..,17.8,13,15,11.1,1.7,1.7,2.1,1.6,1.8,1.8,2.2,..
Risk of catastrophic expenditure for surgical care (% of people at risk),SH.SGR.CRSK.ZS,Colombia,COL,..,..,..,..,..,..,8.7,14.3,15.4,15.6,11,9.3,9,7.5,8.6,8.5,8.1,..
Risk of catastrophic expenditure for surgical care (% of people at risk),SH.SGR.CRSK.ZS,Costa Rica,CRI,..,..,..,..,..,..,17.8,18.4,17,16.8,10.1,8.9,8.2,7.7,7.4,6.8,7.5,..
Risk of catastrophic expenditure for surgical care (% of people at risk),SH.SGR.CRSK.ZS,Bolivia,BOL,..,..,..,..,..,..,52.6,49.1,51.8,50.4,34.3,28.3,27.3,22.1,20.2,18.6,7.9,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Argentina,ARG,..,..,..,..,..,..,16.3,12.3,11.6,9.5,3.8,3.6,3.8,3.1,3.6,3.8,4.3,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Colombia,COL,..,..,..,..,..,..,20.3,22.2,20.3,20,15.2,13.2,12.7,11.2,12.4,12,11.4,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Costa Rica,CRI,..,..,..,..,..,..,13.2,12.6,11.7,12.3,8.8,8.1,8.3,7.8,7.2,7.1,7.3,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Bolivia,BOL,..,..,..,..,..,..,54.2,51.6,53,51.9,36.6,34.6,31.6,28.7,27.6,25.9,11.1,..
Rural population,SP.RUR.TOTL,Argentina,ARG,4248117,4072973,4049427,4025145,3999543,3974139,3948010,3921016,3894938,3868731,3679391,3664923,3649822,3634137,3617403,3599141,3579773,3559798
Rural population,SP.RUR.TOTL,Colombia,COL,9949619,10207806,10213458,10212798,10206862,10195634,10177790,10153848,10122893,10084569,9608655,9535148,9473755,9454686,9472017,9483412,9460370,9406924
Rural population,SP.RUR.TOTL,Costa Rica,CRI,1579032,1633122,1632475,1629400,1604671,1576780,1546435,1514507,1481558,1447643,1165487,1132661,1101050,1070680,1041416,1013042,985122,957348
Rural population,SP.RUR.TOTL,Bolivia,BOL,3152342,3253531,3268951,3283512,3296749,3312530,3328768,3344495,3359918,3375431,3488305,3505243,3521044,3535867,3548811,3559929,3566167,3566464
Rural population (% of total population),SP.RUR.TOTL.ZS,Argentina,ARG,13.016,11.241,11.048,10.858,10.671,10.49,10.314,10.14,9.96899999999999,9.8,8.623,8.497,8.373,8.251,8.13,8.009,7.889,7.771
Rural population (% of total population),SP.RUR.TOTL.ZS,Colombia,COL,30.519,26.902,26.47,26.043,25.621,25.203,24.789,24.38,23.976,23.577,20.585,20.236,19.892,19.554,19.222,18.896,18.575,18.26
Rural population (% of total population),SP.RUR.TOTL.ZS,Costa Rica,CRI,49.997,42.736,41.843,40.948,39.59,38.247,36.92,35.612,34.328,33.065,24.059,23.138,22.265,21.44,20.66,19.924,19.229,18.575
Rural population (% of total population),SP.RUR.TOTL.ZS,Bolivia,BOL,44.423,39.261,38.736,38.213,37.694,37.217,36.752,36.289,35.83,35.372,31.953,31.607,31.262,30.92,30.575,30.227,29.877,29.525
Rural population growth (annual %),SP.RUR.TOTL.ZG,Argentina,ARG,-1.35407722398728,-0.561669179911022,-0.579780999640802,-0.60144545611493,-0.638083047350588,-0.63719837221373,-0.659646637463278,-0.686085060253733,-0.667304254092237,-0.675121506093421,-0.374035541874903,-0.393992378745193,-0.412892628615815,-0.43067305139086,-0.461530370218559,-0.506115918707072,-0.539581529777376,-0.559558889997761
Rural population growth (annual %),SP.RUR.TOTL.ZG,Colombia,COL,0.564496262979118,0.126787294615136,0.0553540676455374,-0.00646227091474971,-0.0581400490234433,-0.110064975711746,-0.175169422309764,-0.235514827350724,-0.305325437138119,-0.379305881641282,-0.757944813295883,-0.767949411657183,-0.64594167757756,-0.201485230094644,0.183138128642393,0.120229422110513,-0.243267277498724,-0.56654804825315
Rural population growth (annual %),SP.RUR.TOTL.ZG,Costa Rica,CRI,0.729811011644087,0.0918908254704775,-0.0396252206543443,-0.188541922110375,-1.52930977482796,-1.75339582869864,-1.94325109906587,-2.08623084065514,-2.19957366861363,-2.31575201712917,-2.86165378962136,-2.8569293794106,-2.83054616561442,-2.79703093310758,-2.77126350771839,-2.76236401478319,-2.7947473025753,-2.8598529653445
Rural population growth (annual %),SP.RUR.TOTL.ZG,Bolivia,BOL,-0.145246715086633,0.484801669016056,0.472827022846273,0.444444294266151,0.402325009755663,0.477541649851408,0.48900176915049,0.471344501682239,0.46008583319764,0.460645095936596,0.520112219186549,0.484390272821962,0.449768893209111,0.420099440112621,0.365408686258773,0.312798303641208,0.175074868296808,0.00832792275871182
Rural poverty headcount ratio at national poverty lines (% of rural population),SI.POV.RUHC,Argentina,ARG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Rural poverty headcount ratio at national poverty lines (% of rural population),SI.POV.RUHC,Colombia,COL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Rural poverty headcount ratio at national poverty lines (% of rural population),SI.POV.RUHC,Costa Rica,CRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Rural poverty headcount ratio at national poverty lines (% of rural population),SI.POV.RUHC,Bolivia,BOL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, primary (% gross)",SE.PRM.ENRR,Argentina,ARG,106.91242980957,111.541656494141,114.496871948242,115.694129943848,116.25016784668,116.798431396484,114.494667053223,115.806053161621,115.29914855957,117.203300476074,111.459671020508,111.303413391113,110.739181518555,109.74146270752,109.659172058105,109.516296386719,108.878768920898,..
"School enrollment, primary (% gross)",SE.PRM.ENRR,Colombia,COL,107.510299682617,120.848983764648,119.637107849121,119.383941650391,116.248573303223,117.153053283691,..,119.581008911133,121.52661895752,122.430236816406,114.544418334961,115.231887817383,116.233703613281,114.983268737793,114.526657104492,114.000991821289,112.675773620605,..
"School enrollment, primary (% gross)",SE.PRM.ENRR,Costa Rica,CRI,101.311073303223,104.279777526855,112.088119506836,109.104423522949,109.812721252441,109.201606750488,..,113.814331054688,111.861846923828,114.123260498047,111.772857666016,111.297950744629,111.761138916016,110.833473205566,113.294288635254,116.182289123535,115.005317687988,106.663421630859
"School enrollment, primary (% gross)",SE.PRM.ENRR,Bolivia,BOL,105.712646484375,116.324310302734,118.302177429199,118.221221923828,117.241523742676,117.820037841797,116.045379638672,115.416648864746,114.813163757324,113.279571533203,95.9028930664063,95.9084396362305,96.5551300048828,97.5273590087891,98.1509170532227,98.5279922485352,98.8480987548828,..
"School enrollment, primary (% net)",SE.PRM.NENR,Argentina,ARG,..,99.31647,99.16485,98.92861,99.0026,98.95948,98.87379,98.57855,98.81425,98.85437,99.44461,99.49576,99.10172,99.184,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Colombia,COL,..,92.11651,93.73617,93.89445,92.02846,92.85234,..,92.72557,94.1217,92.67949,90.46317,91.9363,92.99662,93.13491,92.91999,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Costa Rica,CRI,86.79922,..,..,..,..,..,..,..,..,..,96.98747,97.60783,98.18412,96.34224,97.33255,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Bolivia,BOL,..,94.72467,94.759,95.14838,94.89123,95.16109,95.2292,94.82356,94.96596,95.07125,86.31873,87.3167,88.81425,90.87779,92.85137,..,..,..
"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,Argentina,ARG,106.014358520508,110.713302612305,114.287666320801,115.166206359863,115.798782348633,116.38907623291,114.078437805176,115.28050994873,114.747077941895,116.849998474121,111.342552185059,111.235702514648,110.606071472168,109.627777099609,109.715972900391,109.623558044434,109.155647277832,..
"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,Colombia,COL,114.980171203613,119.299987792969,119.779357910156,119.308280944824,115.772758483887,116.666442871094,..,118.89933013916,120.407180786133,121.601440429688,112.654006958008,113.405982971191,114.595832824707,113.110862731934,112.759117126465,112.064712524414,110.712608337402,..
"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,Costa Rica,CRI,100.433113098145,103.379951477051,110.578010559082,107.321990966797,108.85774230957,107.442207336426,..,112.432548522949,110.387092590332,112.867431640625,111.272613525391,110.970321655273,112.089942932129,111.46981048584,113.806640625,116.621116638184,115.996917724609,106.18480682373
"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,Bolivia,BOL,102.524772644043,115.138656616211,117.419662475586,117.360412597656,116.531967163086,117.231132507324,115.873947143555,115.422286987305,114.884910583496,113.342086791992,94.7595901489258,94.9035034179688,95.7490615844727,96.8738098144531,97.649040222168,98.2388916015625,98.7639999389648,..
"School enrollment, primary, female (% net)",SE.PRM.NENR.FE,Argentina,ARG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, primary, female (% net)",SE.PRM.NENR.FE,Colombia,COL,..,..,94.30288,93.83488,91.65179,92.35925,..,93.06034,..,..,90.47222,92.03987,93.16734,93.37977,93.16194,..,..,..
"School enrollment, primary, female (% net)",SE.PRM.NENR.FE,Costa Rica,CRI,87.01864,..,..,..,..,..,..,..,..,..,96.96457,97.50467,98.2234,96.29905,..,..,..,..
"School enrollment, primary, female (% net)",SE.PRM.NENR.FE,Bolivia,BOL,..,..,..,..,..,..,..,..,..,..,85.82587,86.85004,88.53281,90.63875,92.7218,..,..,..
"School enrollment, primary, male (% gross)",SE.PRM.ENRR.MA,Argentina,ARG,107.793197631836,112.348472595215,114.700546264648,116.207679748535,116.688919067383,117.195861816406,114.89826965332,116.314949035645,115.83309173584,117.544723510742,111.572631835938,111.368698120117,110.867538452148,109.851081848145,109.60440826416,109.412887573242,108.611892700195,..
"School enrollment, primary, male (% gross)",SE.PRM.ENRR.MA,Colombia,COL,100.283073425293,122.335250854492,119.500701904297,119.456481933594,116.704978942871,117.619903564453,..,120.234596252441,122.599487304688,123.224800109863,116.35376739502,116.978790283203,117.800971984863,116.774688720703,116.217163085938,115.852272033691,114.552612304688,..
"School enrollment, primary, male (% gross)",SE.PRM.ENRR.MA,Costa Rica,CRI,102.153419494629,105.14217376709,113.53515625,110.811889648438,110.727416992188,110.886428833008,..,115.136741638184,113.272850036621,115.324440002441,112.250587463379,111.610809326172,111.447196960449,110.22590637207,112.805107116699,115.763343811035,114.058731079102,107.120315551758
"School enrollment, primary, male (% gross)",SE.PRM.ENRR.MA,Bolivia,BOL,108.79158782959,117.466529846191,119.152122497559,119.049751281738,117.923843383789,118.385856628418,116.209991455078,115.411239624023,114.744270324707,113.219543457031,96.9989395141602,96.8717422485352,97.3276596069336,98.1535720825195,98.631721496582,98.8049087524414,98.9286575317383,..
"School enrollment, primary, male (% net)",SE.PRM.NENR.MA,Argentina,ARG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, primary, male (% net)",SE.PRM.NENR.MA,Colombia,COL,..,..,93.19271,93.95156,92.38978,93.3254,..,92.4046,..,..,90.45451,91.8372,92.83325,92.90064,92.68858,..,..,..
"School enrollment, primary, male (% net)",SE.PRM.NENR.MA,Costa Rica,CRI,86.5887,..,..,..,..,..,..,..,..,..,97.00935,97.70633,98.14663,96.38346,..,..,..,..
"School enrollment, primary, male (% net)",SE.PRM.NENR.MA,Bolivia,BOL,..,..,..,..,..,..,..,..,..,..,86.79121,87.76403,89.08398,91.10682,92.97549,..,..,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Argentina,ARG,71.4895782470703,81.2585372924805,92.6051635742188,95.9366073608398,96.8454666137695,95.8991012573242,94.9616928100586,94.5071716308594,92.7606735229492,91.8135299682617,106.03556060791,106.946472167969,108.462333679199,108.733596801758,107.647277832031,108.230842590332,110.128219604492,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Colombia,COL,..,73.8697967529297,74.1210632324219,73.0866012573242,..,74.6354370117188,..,79.1073532104492,82.8621978759766,86.2861633300781,94.9876708984375,94.7192687988281,95.0146331787109,95.7302322387695,97.506233215332,100.806312561035,101.795761108398,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Costa Rica,CRI,43.4899787902832,57.9154510498047,63.2063293457031,62.0568008422852,66.8567428588867,68.0994415283203,..,79.5094604492188,81.5925369262695,88.4192199707031,120.127220153809,122.786582946777,125.816162109375,128.929626464844,132.816925048828,141.363983154297,142.017486572266,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Bolivia,BOL,..,71.7784881591797,77.1857299804688,72.908332824707,75.852668762207,80.5841903686523,83.3081970214844,86.0952835083008,87.0177612304688,86.1677474975586,90.3832168579102,91.3642425537109,91.426399230957,90.2964477539063,89.724250793457,89.9824600219727,90.2133102416992,..
"School enrollment, secondary (% net)",SE.SEC.NENR,Argentina,ARG,..,74.40915,76.26566,78.48781,78.94955,78.81052,78.51365,78.53653,77.93493,77.80917,87.6325,88.44048,89.88468,90.79605,..,..,..,..
"School enrollment, secondary (% net)",SE.SEC.NENR,Colombia,COL,..,..,..,..,..,..,..,..,63.648,67.7345,75.58286,75.60237,76.20192,76.5618,77.47078,..,..,..
"School enrollment, secondary (% net)",SE.SEC.NENR,Costa Rica,CRI,37.34656,..,..,..,..,..,..,..,..,..,77.99166,80.32835,82.5849,81.86735,82.44799,..,..,..
"School enrollment, secondary (% net)",SE.SEC.NENR,Bolivia,BOL,..,..,..,62.3867,65.13454,69.4617,72.04412,74.14804,74.68435,74.05262,75.86576,76.68761,76.9402,76.1901,76.55438,..,..,..
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Argentina,ARG,..,83.1227188110352,95.3454132080078,98.2887115478516,99.3284301757813,98.3592910766602,97.8013000488281,98.0483169555664,96.8009872436523,96.384147644043,109.598106384277,110.158409118652,110.919868469238,111.033462524414,109.94921875,110.406852722168,112.555480957031,..
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Colombia,COL,..,77.8024215698242,77.9700698852539,76.6919326782227,..,78.4990005493164,..,83.3850936889648,87.2284622192383,91.1382293701172,98.7378311157227,98.1256408691406,98.1056976318359,98.4574966430664,100.091453552246,103.354629516602,103.983673095703,..
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Costa Rica,CRI,44.3809089660645,60.0361709594727,65.7740097045898,64.3422622680664,68.8980102539063,70.1363525390625,..,81.228141784668,83.3605270385742,90.4295196533203,123.411010742188,125.265777587891,129.211273193359,133.506561279297,137.749526977539,146.644683837891,148.034210205078,..
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Bolivia,BOL,..,69.4969863891602,74.7395324707031,70.2250518798828,73.2417602539063,78.0039596557617,80.6618194580078,83.5730361938477,84.9407577514648,84.5964126586914,89.993896484375,90.6749420166016,90.5105133056641,89.3130264282227,88.7582702636719,89.1542663574219,89.7323608398438,..
"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,Argentina,ARG,..,76.5898,78.473,80.36122,80.92482,80.78871,80.82155,81.42915,81.26323,81.61114,90.33155,90.89313,92.18343,93.0542,..,..,..,..
"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,Colombia,COL,..,..,..,..,..,..,..,..,67.05516,71.53961,78.5674,78.53982,79.04928,79.31285,80.16872,..,..,..
"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,Costa Rica,CRI,38.48066,..,..,..,..,..,..,..,..,..,80.01441,81.99878,84.29661,83.87925,84.30884,..,..,..
"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,Bolivia,BOL,..,..,..,60.7533,63.50595,67.92025,70.47711,72.71429,73.64146,73.30879,76.67002,77.23552,77.39237,76.6115,76.97286,..,..,..
"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,Argentina,ARG,..,79.4221725463867,89.9061813354492,93.6215286254883,94.4051132202148,93.4853668212891,92.181266784668,91.0469207763672,88.8203887939453,87.3602676391602,102.592811584473,103.843971252441,106.088180541992,106.511833190918,105.423896789551,106.129722595215,107.78539276123,..
"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,Colombia,COL,..,70.0572280883789,70.3982086181641,69.608772277832,..,70.9166488647461,..,74.9973602294922,78.6698303222656,81.6258697509766,91.3894882202148,91.4541015625,92.051643371582,93.1168823242188,95.0300216674805,98.3658218383789,99.699951171875,..
"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,Costa Rica,CRI,42.6281394958496,55.876220703125,60.7380599975586,59.8606185913086,64.8952026367188,66.1425094604492,..,77.8596725463867,79.8962173461914,86.4909515380859,116.986183166504,120.415748596191,122.569801330566,124.554168701172,128.102615356445,136.31803894043,136.269317626953,..
"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,Bolivia,BOL,..,73.9841690063477,79.5502014160156,75.5012512207031,78.3734588623047,83.0727462768555,85.8574905395508,88.5220031738281,89.0138397216797,87.6773300170898,90.7573089599609,92.0263366699219,92.3062286376953,91.2409973144531,90.6517562866211,90.7773666381836,90.6747665405273,..
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Argentina,ARG,..,72.26102,74.09156,76.6439,77.00817,76.86968,76.25386,75.70999,74.68905,74.10481,85.02421,86.0714,87.66393,88.61459,..,..,..,..
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Colombia,COL,..,..,..,..,..,..,..,..,60.37654,64.0798,72.71928,72.78667,73.47255,73.92565,74.88658,..,..,..
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Costa Rica,CRI,36.24948,..,..,..,..,..,..,..,..,..,76.05685,78.73094,80.9482,79.94401,80.66948,..,..,..
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Bolivia,BOL,..,..,..,63.96509,66.70693,70.9484,73.55365,75.5275,75.6866,74.76722,75.09297,76.16133,76.50583,75.78534,76.15256,..,..,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Argentina,ARG,..,46.9607009887695,48.8317184448242,53.9648094177246,59.0115509033203,62.7487297058105,65.1762619018555,65.4853668212891,63.9666709899902,66.964729309082,80.9958114624023,84.0019989013672,87.2134475708008,89.9585189819336,91.6006011962891,95.4479064941406,99.1662673950195,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Colombia,COL,14.6540098190308,23.6721591949463,23.2974300384521,24.492000579834,25.347469329834,25.4306106567383,..,28.1366291046143,30.69215965271,32.6994781494141,51.4163818359375,53.2821388244629,55.4842491149902,56.4340286254883,55.3274917602539,54.9765205383301,54.2392883300781,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Costa Rica,CRI,27.0199604034424,..,..,..,..,..,..,26.6576995849609,..,..,52.2311706542969,53.0526313781738,53.6386985778809,56.5279502868652,55.3101005554199,57.6748199462891,..,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Bolivia,BOL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,Argentina,ARG,..,..,60.0624694824219,65.0086212158203,69.8557968139648,74.5017166137695,77.9486770629883,76.4507522583008,75.4685287475586,80.4840316772461,100.301223754883,104.515907287598,109.167213439941,112.798439025879,114.646446228027,120.284042358398,125.994529724121,..
"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,Colombia,COL,..,23.4649696350098,24.2809906005859,25.3275299072266,26.3803100585938,26.3390293121338,..,29.1758899688721,31.9049701690674,34.1187515258789,55.2166786193848,57.4341697692871,59.7489585876465,60.8325309753418,59.7243385314941,59.0446395874023,58.587760925293,..
"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,Costa Rica,CRI,..,..,..,..,..,..,..,29.4929790496826,..,..,57.8922996520996,60.2837715148926,59.4143905639648,63.1733093261719,60.8644104003906,63.6180610656738,..,..
"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,Bolivia,BOL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Argentina,ARG,1.054,1.055,1.055,1.055,1.054,1.054,1.055,1.056,1.059,1.062,1.059,1.057,1.056,1.053,1.053,1.052,1.052,1.052
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Colombia,COL,1.044,1.046,1.046,1.047,1.048,1.048,1.049,1.048,1.048,1.048,1.045,1.045,1.045,1.045,1.045,1.046,1.046,1.046
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Costa Rica,CRI,1.056,1.051,1.052,1.051,1.052,1.053,1.049,1.047,1.047,1.046,1.046,1.046,1.044,1.045,1.044,1.043,1.044,1.044
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Bolivia,BOL,1.041,1.04,1.04,1.041,1.041,1.041,1.041,1.041,1.041,1.042,1.041,1.042,1.042,1.042,1.042,1.042,1.042,1.042
Share of women employed in the nonagricultural sector (% of total nonagricultural employment),SL.EMP.INSV.FE.ZS,Argentina,ARG,37.1,40.9,42.1,42.6,43.3,45.9,45.5,44.8,45.1,45,..,..,..,..,..,..,..,..
Share of women employed in the nonagricultural sector (% of total nonagricultural employment),SL.EMP.INSV.FE.ZS,Colombia,COL,41.8,45.8,47.8,48.8,49.1,50.1,48.8,48.3,47.4,46.6,..,..,..,..,..,..,..,..
Share of women employed in the nonagricultural sector (% of total nonagricultural employment),SL.EMP.INSV.FE.ZS,Costa Rica,CRI,37.2,38.8,39.5,39.3,40.1,39.9,39.5,38.5,39.6,40.7,..,..,..,..,..,..,..,..
Share of women employed in the nonagricultural sector (% of total nonagricultural employment),SL.EMP.INSV.FE.ZS,Bolivia,BOL,35.2,..,34.5,38.6,38.1,38.2,..,36.1,37.7,42.4,..,..,..,..,..,..,..,..
"Specialist surgical workforce (per 100,000 population)",SH.MED.SAOP.P5,Argentina,ARG,..,..,..,..,..,..,..,..,..,..,10.47,..,..,..,50.05,..,..,..
